Set: Salvatore Gaia | File: Elsword\Resources\Enum.lua | Line: 116 | ID/Key: TA_CENTER_LEFT=4 | Context: SGI_GAIA			= 1,
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_ES.lua | Line: 2327638 | ID/Key: 85500060 | Context: m_Name = "Señor de Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_ES.lua | Line: 2327639 | ID/Key: 85500060 | Context: m_Description = "Recibes el título de \"Señor de Henir\". Este objeto se eliminará pronto, ¡así que utilízalo cuanto antes!",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_ES.lua | Line: 2327668 | ID/Key: 85500070 | Context: m_Name = "Conquistador de Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_ES.lua | Line: 2327669 | ID/Key: 85500070 | Context: m_Description = "Recibes el título de \"Conquistador de Henir\". Este objeto se eliminará pronto, ¡así que utilízalo cuanto antes!",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_ES.lua | Line: 2338679 | ID/Key: 90002197 | Context: m_Description = "Un cubo que contiene una nota normal, una nota de escenario secreto o una nota de Henir.\n\n(Haz clic con el botón secundario para abrirlo)\n(Se eliminará cuando finalice el evento)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 138485 | ID/Key: 61205 | Context: m_Description = "Un étrange éclat qui sort tout droit de l'espace-temps d'Henir. Tu peux aller voir Glave et l'échanger contre des objets très utiles.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 138489 | ID/Key: 61205 | Context: m_DropViewer = "DropItemHenire",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 138520 | ID/Key: 61206 | Context: m_DropViewer = "DropItemHenire",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 138550 | ID/Key: 61207 | Context: m_DropViewer = "DropItemHenire",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 168628 | ID/Key: 69260 | Context: m_Name = "Arme du seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 168688 | ID/Key: 69261 | Context: m_Name = "Haut du seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 168746 | ID/Key: 69262 | Context: m_Name = "Pantalon du seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 168805 | ID/Key: 69263 | Context: m_Name = "Mitaines du seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 168864 | ID/Key: 69264 | Context: m_Name = "Chaussures du seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 168924 | ID/Key: 69265 | Context: m_Name = "Arme du seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 168984 | ID/Key: 69266 | Context: m_Name = "Haut du seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169042 | ID/Key: 69267 | Context: m_Name = "Jupe du seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169101 | ID/Key: 69268 | Context: m_Name = "Mitaines du seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169160 | ID/Key: 69269 | Context: m_Name = "Chaussures du seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169220 | ID/Key: 69270 | Context: m_Name = "Arme du seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169280 | ID/Key: 69271 | Context: m_Name = "Haut du seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169338 | ID/Key: 69272 | Context: m_Name = "Jupe du seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169397 | ID/Key: 69273 | Context: m_Name = "Mitaines du seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169456 | ID/Key: 69274 | Context: m_Name = "Chaussures du seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169516 | ID/Key: 69275 | Context: m_Name = "Arme du seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169576 | ID/Key: 69276 | Context: m_Name = "Haut du seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169634 | ID/Key: 69277 | Context: m_Name = "Pantalon du seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169693 | ID/Key: 69278 | Context: m_Name = "Mitaines du seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169752 | ID/Key: 69279 | Context: m_Name = "Chaussures du seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169812 | ID/Key: 69280 | Context: m_Name = "Arme du seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169874 | ID/Key: 69281 | Context: m_Name = "Haut du seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169932 | ID/Key: 69282 | Context: m_Name = "Jupe du seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 169991 | ID/Key: 69283 | Context: m_Name = "Mitaines du seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 170050 | ID/Key: 69284 | Context: m_Name = "Chaussures du seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174335 | ID/Key: 69418 | Context: m_Name = "Bon d'avoir - arme du seigneur d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174336 | ID/Key: 69418 | Context: m_Description = "Un bon d'avoir à échanger pour l'arme du seigneur d'Henir. Apporte-le à Glave, il te l'échangera contre une arme adaptée à tes capacités.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174369 | ID/Key: 69419 | Context: m_Name = "Bon d'avoir - haut du seigneur d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174370 | ID/Key: 69419 | Context: m_Description = "Un bon d'avoir à échanger pour le haut du seigneur d'Henir. Apporte-le à Glave, il te donnera un haut adapté à tes capacités en échange.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174403 | ID/Key: 69420 | Context: m_Name = "Bon d'avoir -pantalon du seigneur d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174404 | ID/Key: 69420 | Context: m_Description = "Un bon d'avoir à échanger pour le pantalon du seigneur d'Henir. Apporte-le à Glave,, il te donnera un pantalon adapté à tes capacités en échange.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174437 | ID/Key: 69421 | Context: m_Name = "Bon d'avoir - mitaines du seigneur d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174438 | ID/Key: 69421 | Context: m_Description = "Un bon d'avoir à échanger pour les mitaines du seigneur d'Henir. Apporte-le à Glave, il te donnera des mitaines adaptées à tes capacités en échange.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174471 | ID/Key: 69422 | Context: m_Name = "Bon d'avoir - chaussures du seigneur d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 174472 | ID/Key: 69422 | Context: m_Description = "Un bon d'avoir à échanger pour les chaussures du seigneur d'Henir. Apporte-le à Glave, il te donnera des chaussures adaptées à tes capacités en échange.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 177456 | ID/Key: 69474 | Context: m_Name = "Arme du seigneur d'Henir (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 177516 | ID/Key: 69475 | Context: m_Name = "Haut du seigneur d'Henir (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 177574 | ID/Key: 69476 | Context: m_Name = "Pantalon du seigneur d'Henir (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 177633 | ID/Key: 69477 | Context: m_Name = "Mitaines du seigneur d'Henir (Chung)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 177692 | ID/Key: 69478 | Context: m_Name = "Chaussures du seigneur d'Henir (Chung)",
Set: Salvatore Ventus | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 198981 | ID/Key: 78899 | Context: m_Name = "Aura de Ventus (remède miracle)",
Set: Salvatore Ventus | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 198982 | ID/Key: 78899 | Context: m_Description = "Un remède miracle imprégné de l'aura de Ventus.\n(Durée : 30 min.)\n\nLégèreté :\nAugmente ta vitesse de déplacement, te confère +100 de résistance au vent et +10% d'esquive.\n\nLe remède n'est pas perdu après utilisation dans un donjon/champ/village. Aucun effet en JcJ.",
Set: Salvatore Ventus | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 199009 | ID/Key: _ID=23 | Context: BUFF_FACTOR_ID["BFI_BUFF_ELIXIR_FEATHER_OF_VENTUS"],
Set: Salvatore Rosso | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 199018 | ID/Key: 78900 | Context: m_Name = "Couronne de flammes de Rossou (remède miracle)",
Set: Salvatore Rosso | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 199019 | ID/Key: 78900 | Context: m_Description = "Un remède miracle imprégné de l'aura du feu de Rossou.\n(Durée : 30 min.)\n\nCouronne de flammes :\nTu es entouré de flammes qui provoquent des blessures et diminuent la résistance au feu des adversaires.\n\nLe remède n'est pas perdu après utilisation dans un donjon/champ/village. Aucun effet en JcJ.",
Set: Salvatore Rosso | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 199046 | ID/Key: _ID=24 | Context: BUFF_FACTOR_ID["BFI_BUFF_ELIXIR_FLAME_RING_OF_ROSSO"],
Set: Dragon Knight | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 215533 | ID/Key: 81549 | Context: m_Name = "드래곤 나이트 리폼 티켓",
Set: Dragon Knight | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 215534 | ID/Key: 81549 | Context: m_Description = "특별한 아바타를 리폼할 수 있는 티켓. NPC '아리엘'을 통해 제조가 가능합니다.\n(제조에 필요한 티켓 개수는 장착 부위 별로 다를 수 있습니다)\n\n*리폼 가능 목록 :\n드래곤 나이트-다크사이드 세트\n\n(※제조 시 소켓 옵션이 모두 사라집니다.)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 264023 | ID/Key: 110833 | Context: m_Name = "Clé d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 264024 | ID/Key: 110833 | Context: m_Description = "Une clé qui donnait autrefois accès à l'espace-temps d'Henir. Il s'agit maintenant d'une relique inutilisable. Tu peux la revendre à un marchand.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 264054 | ID/Key: 110834 | Context: m_Name = "Clé secrète d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 264055 | ID/Key: 110834 | Context: m_Description = "Une clé qui donnait autrefois accès au mode défi de l'espace-temps d'Henir. Il s'agit maintenant d'une relique inutilisable. Tu peux la revendre à un marchand.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 264086 | ID/Key: 110835 | Context: m_Description = "Un objet grâce auquel on pouvait autrefois fabriquer la clé de l'espace-temps d'Henir. Il s'agit aujourd'hui d'une relique inutilisable. Tu peux le revendre à un marchand.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 264116 | ID/Key: 110836 | Context: m_Name = "Fragment de clé secrète d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 264117 | ID/Key: 110836 | Context: m_Description = "Un objet grâce auquel on pouvait autrefois fabriquer la clé pour le mode défi de l'espace-temps d'Henir. Il s'agit aujourd'hui d'une relique inutilisable. Tu peux le revendre à un marchand.",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 403845 | ID/Key: 130802 | Context: m_Name = "Invitation d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 403846 | ID/Key: 130802 | Context: m_Description = "Tu reçois le titre de \"invitation d'Henir\".\n\n Attaque +40\n Attaque magique +40\n Esquive +2%\n Vitesse de déplacement +3%\n Capacité de saut +3%\n\n(Clic droit pour l'utiliser)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 409042 | ID/Key: 130937 | Context: m_Description = "Le dernier cube cadeau pour célébrer l'acte 2.\n\nContenu : \n Clés d'Henir (3 unités)\n Clés secrètes d'Henir (2 unités)\n Mégaphone nasod performant\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 410347 | ID/Key: 130963 | Context: m_Description = "Un cadeau pour la rentrée scolaire.\n\nContenu : \n Clé d'Henir\n Clé secrète d'Henir\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 410377 | ID/Key: 130964 | Context: m_Description = "Un cadeau pour la rentrée scolaire.\n\nContenu : \n Clé d'Henir\n Clé secrète d'Henir\n Cube aléatoire : permis d'entrer\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 420123 | ID/Key: 131282 | Context: m_Description = "Un cube cadeau contenant des objets cadeaux (niveau 50).\n\nContenu :\n Pierres fluoriques (niveau 4, 5 unités)\n Parchemin récupérateur béni (niveau 4)\n Cube aléatoire : permis d'entrer (10 unités)\n Fragments d'Eldrit (inconnu, 10 unités)\n Potions de récupération (10 unités)\n Clés secrètes d'Henir (10 unités)\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 420238 | ID/Key: 131285 | Context: m_Name = "Cube : set complet du seigneur d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 420239 | ID/Key: 131285 | Context: m_Description = "Un cube contenant un set complet du seigneur d'Henir (7 jours)\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421430 | ID/Key: 131314 | Context: m_Name = "Cube : clé d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421431 | ID/Key: 131314 | Context: m_Description = "Cube cadeau contenant l'une des clés suivantes :\n Clé d'Henir\n Clé secrète d'Henir\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421458 | ID/Key: 131315 | Context: m_Name = "Arme du seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421512 | ID/Key: 131316 | Context: m_Name = "Haut du seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421564 | ID/Key: 131317 | Context: m_Name = "Pantalon seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421617 | ID/Key: 131318 | Context: m_Name = "Mitaines seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421670 | ID/Key: 131319 | Context: m_Name = "Chaussures du seigneur d'Henir (Elsword)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421724 | ID/Key: 131320 | Context: m_Name = "Arme du seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421778 | ID/Key: 131321 | Context: m_Name = "Haut du seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421830 | ID/Key: 131322 | Context: m_Name = "Jupe seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421883 | ID/Key: 131323 | Context: m_Name = "Mitaines seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421936 | ID/Key: 131324 | Context: m_Name = "Chaussures du seigneur d'Henir (Aisha)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 421990 | ID/Key: 131325 | Context: m_Name = "Arme du seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422044 | ID/Key: 131326 | Context: m_Name = "Haut du seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422096 | ID/Key: 131327 | Context: m_Name = "Jupe seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422149 | ID/Key: 131328 | Context: m_Name = "Mitaines seigneur d'Henir (Rena)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422202 | ID/Key: 131329 | Context: m_Name = "Chaussures du seigneur d'Henir (Rena9",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422256 | ID/Key: 131330 | Context: m_Name = "Arme du seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422310 | ID/Key: 131331 | Context: m_Name = "Haut du seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422362 | ID/Key: 131332 | Context: m_Name = "Pantalon seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422415 | ID/Key: 131333 | Context: m_Name = "Mitaines seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422468 | ID/Key: 131334 | Context: m_Name = "Chaussures du seigneur d'Henir (Raven)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422522 | ID/Key: 131335 | Context: m_Name = "Arme du seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422578 | ID/Key: 131336 | Context: m_Name = "Haut du seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422630 | ID/Key: 131337 | Context: m_Name = "Jupe seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422683 | ID/Key: 131338 | Context: m_Name = "Mitaines seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 422736 | ID/Key: 131339 | Context: m_Name = "Chaussures du seigneur d'Henir (Ève)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 425213 | ID/Key: 131405 | Context: m_Description = "CoBo, le meilleur tour-opérateur d'Élios, propose des paquets de ravitaillement pour les nouveaux aventuriers.\n\nContenu :\n Cube : set complet du seigneur d'Henir (30 jours)\n Élixir de l'oubli\n Pionnier\n Ensemble légendaire d'Élios\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 425390 | ID/Key: 131411 | Context: m_Name = "Cube : set complet du seigneur d'Henir (30 jours)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 425391 | ID/Key: 131411 | Context: m_Description = "Un cube contenant un ensemble complet du seigneur d’Henir (30 jours).\n\nContenu :\n arme du seigneur d’Henir\n haut du seigneur d’Henir\n bas du seigneur d’Henir\n chaussures du seigneur d’Henir\n mitaines du seigneur d’Henir\n\n(clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 425508 | ID/Key: 131415 | Context: m_Name = "Cube : clé d'Henir",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 425509 | ID/Key: 131415 | Context: m_Description = "Un cube de clés.\n\nContenu :\n Clé d'Henir (3 unités)\n Clé secrète d'Henir (3 unités)\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 433383 | ID/Key: 131653 | Context: m_Description = "매일 PC방 60분 접속 시 헤니르의 시공 카드가 랜덤으로 들어 있는 박스\n\n(2010년 2월 25일 정기점검시 일괄 삭제)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 433738 | ID/Key: 131663 | Context: m_Description = "PC방 접속 시 처음 선택한 캐릭터에게 지급\n 구성품 :\n  헤니르의 비밀 열쇠 3개\n  완전 회복 포션 3개\n  엘의 조각(불명) 3개\n\n(우클릭으로 열기)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 438389 | ID/Key: 131804 | Context: m_Description = "Un cube cadeau pour la rentrée scolaire.\n\nContenu :\n Cube : nouveau set complet pour avatar\n Cube avec des pierres de résurrection (100 unités)\n Pierres fluoriques (10 unités)\n Parchemin récupérateur béni (10 unités)\n Cube aléatoire particulier : accessoires (1 unité)\n Fragment d'Eldrit (inconnu, 100 unités)\n Clé secrète d'Henir (50 unités) \n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 438477 | ID/Key: 131807 | Context: m_Description = "PC방 프리미엄 혜택 업그레이드 기념 이벤트 보상 아이템\n 구성품 :\n  헤니르의 비밀열쇠 1개\n  부활석 큐브 3개\n\n(마우스 우클릭으로 열기)\n\n(2010년 4월 29일 정기점검 시 일괄 삭제)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 439217 | ID/Key: 131833 | Context: m_Description = "Pour l'anniversaire de l'intégration de tous les canaux de donjon, CoBo te propose un cube spécial !\n\n Contenu :\n Clé d'Henir\n Clé secrète d'Henir\n Permis d'entrer d'Hofmann\n Carte des Abîmes\n Capsule anti-altérasien\n Cube (carte de construction)\n Ticket - joueur du week-end",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 455793 | ID/Key: 132188 | Context: m_Description = "PC방 접속 이벤트 보상 큐브\n\n구성품 : \n   헤니르의 비밀 열쇠 1개\n  부활석 큐브(3개) 1개\n\n(우클릭으로 열기)",
Set: Salvatore Gaia | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 474070 | ID/Key: 132653 | Context: m_Name = "Cube \"bénédiction de Gaia\"",
Set: Salvatore Gaia | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 474071 | ID/Key: 132653 | Context: m_Description = "Un cube pour les joueurs de Gaia. \n\nContenu :\n Fragment d'Eldrit (inconnu)\n Pierre d'anoblissement de haute qualité \n Potion de récupération \n Cube aléatoire : permis d'entrée pour donjon\n\n(Clic droit pour ouvrir)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 492019 | ID/Key: 160249 | Context: m_Description = "Un titre important décerné par l'administrateur de l'espace-temps lui-même. Uniquement pour les combattants qui ont répondu à la \"proposition de Ludo\" pendant le réaménagement de l'espace-temps d'Henir.\n\nEn l'utilisant, tu obtiens le titre de \"Voyageur du temps (1 jour)\".\n(Sera supprimé à la fin de l'événement)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 509625 | ID/Key: 180830 | Context: m_Name = "광폭한 지배자 무기(트래핑레인저)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 509683 | ID/Key: 180831 | Context: m_Name = "광폭한 지배자 상의(트래핑레인저)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 509740 | ID/Key: 180832 | Context: m_Name = "광폭한 지배자 하의(트래핑레인저)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 509797 | ID/Key: 180833 | Context: m_Name = "광폭한 지배자 장갑(트래핑레인저)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 509854 | ID/Key: 180834 | Context: m_Name = "광폭한 지배자 신발(트래핑레인저)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 510197 | ID/Key: 180840 | Context: m_Name = "광폭한 지배자 무기(코드:일렉트라)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 510257 | ID/Key: 180841 | Context: m_Name = "광폭한 지배자 상의(코드:일렉트라)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 510314 | ID/Key: 180842 | Context: m_Name = "광폭한 지배자 하의(코드:일렉트라)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 510371 | ID/Key: 180843 | Context: m_Name = "광폭한 지배자 장갑(코드:일렉트라)",
Set: Henir - Lord of Time and Space | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 510428 | ID/Key: 180844 | Context: m_Name = "광폭한 지배자 신발(코드:일렉트라)",
Set: Salvatore Gaia | File: Elsword\_ClientScript\Major\Item_FR.lua | Line: 624096 | ID/Key: 228400 | Context: m_Name = "Compétence : fille de Gaia",
